,gene_pair,A1,A2,ols_p,ols_coef,n_A2_lost,A2_lost_mean_quant_A1,A2_other_mean_quant_A1,p_adj,compensation,collateral_loss,sorted_gene_pair,bronze_standard_SL,strict_comb_hit,lenient_comb_hit,in_PC_CORUM,in_PC_CORUM_essential,in_PC_CORUM_both,in_PC_EBI,in_PC_humap,closest_pair,famsize2,other_dir_comp,other_dir_cl,dataset,FDR_threshold
4025,IFRD1_IFRD2,IFRD1,IFRD2,0.5188281055974434,0.045644407443522134,105,20.313077625873987,20.767511479251173,0.6939990589660678,False,False,IFRD1_IFRD2,False,False,True,True,False,False,False,False,True,True,,,pancan,0.05
4026,SAR1A_SAR1B,SAR1A,SAR1B,0.3921296297949246,-0.028907293895950814,90,26.643604551176143,26.50034684991582,0.5819519652057231,False,False,SAR1A_SAR1B,,True,True,False,False,False,False,True,True,True,False,False,pancan,0.05
4027,CMTM6_CMTM4,CMTM6,CMTM4,0.9947766852401997,0.000520692196008074,39,22.792770510865928,22.25709913816958,0.996350701785634,False,False,CMTM4_CMTM6,,,,False,False,False,False,False,True,True,,,pancan,0.05
4028,DOK3_DOK2,DOK3,DOK2,0.00021276398453767047,-0.15173200618904192,167,23.059702018740882,22.929278535591788,0.0026774266704354785,False,True,DOK2_DOK3,,,,False,False,False,False,False,True,False,False,True,pancan,0.05
4029,DOK1_DOK2,DOK1,DOK2,0.0018922322077769495,-0.06920640555323819,173,23.444894991320197,23.402748366339047,0.013720185277976358,False,True,DOK1_DOK2,,,,True,False,False,False,False,True,False,,,pancan,0.05
4030,DOK2_DOK3,DOK2,DOK3,7.752138259382753e-08,-0.3632612208133924,72,23.33522875586655,22.937195172672563,4.850927064227454e-06,False,True,DOK2_DOK3,,,,False,False,False,False,False,True,False,False,True,pancan,0.05
4031,DOK1_DOK3,DOK1,DOK3,6.119522927094131e-10,-0.2097328558078845,72,23.34642882595098,23.377295895687965,7.986851637418855e-08,False,True,DOK1_DOK3,,False,False,True,False,False,False,False,False,False,,,pancan,0.05
4032,COL5A3_COL5A1,COL5A3,COL5A1,0.0016161880541818085,-0.23382859315595186,77,22.32504356320499,22.771775382042957,0.012122737325948277,False,True,COL5A1_COL5A3,,,,False,False,False,True,True,False,False,,,pancan,0.05
4033,COL1A2_COL5A1,COL1A2,COL5A1,7.056995023190214e-05,-0.3247888511596877,78,27.21502654126788,28.25932474724578,0.0011039847008881129,False,True,COL1A2_COL5A1,,,,False,False,False,True,True,False,False,,,pancan,0.05
4034,COL1A1_COL5A1,COL1A1,COL5A1,0.00019280519692347554,-0.3341857898361189,78,28.500471511188945,29.454756826627047,0.002480941238158975,False,True,COL1A1_COL5A1,,,,True,False,False,True,True,False,False,,,pancan,0.05
4035,COL2A1_COL5A1,COL2A1,COL5A1,0.1335205957600823,-0.21561171763442105,67,23.904406672754117,24.472000066380353,0.29493330823600383,False,False,COL2A1_COL5A1,,,,False,False,False,True,True,False,False,,,pancan,0.05
4036,COL11A1_COL5A1,COL11A1,COL5A1,0.032068279832464304,-0.3190518666967427,53,23.404527336499875,24.120253406198607,0.10883202249234541,False,False,COL11A1_COL5A1,,,,False,False,False,True,True,True,False,,,pancan,0.05
4037,COL5A2_COL5A1,COL5A2,COL5A1,0.015553915516115372,-0.18727048451013295,78,24.734737969686297,25.348547944735344,0.06389414215612861,False,False,COL5A1_COL5A2,,,,False,False,False,True,True,False,False,,,pancan,0.05
4038,COL3A1_COL5A1,COL3A1,COL5A1,0.001002925872929435,-0.28125235219177536,78,25.8116960457831,26.577577670216833,0.008611589074326426,False,True,COL3A1_COL5A1,,,,False,False,False,True,True,False,False,,,pancan,0.05
4039,NAPB_NAPA,NAPB,NAPA,0.013852683333620212,-0.1653087512598628,53,22.25938186858494,22.066726902460502,0.058495482159855165,False,False,NAPA_NAPB,,False,False,True,False,False,False,False,True,True,False,False,pancan,0.05
4040,ELL_ELL2,ELL,ELL2,0.06583350042346432,0.06333843833285988,98,22.343350341607824,21.699673308773328,0.18303556295458615,False,False,ELL_ELL2,False,False,True,False,False,False,False,True,True,False,False,False,pancan,0.05
4041,ELL2_ELL,ELL2,ELL,0.15015070591349267,-0.11694534806990833,37,22.911765648553533,22.695437822139088,0.31813484254733193,False,False,ELL_ELL2,False,False,True,False,False,False,False,True,True,False,False,False,pancan,0.05
4042,IMPDH1_IMPDH2,IMPDH1,IMPDH2,0.006314545433548879,-0.09100258017985524,209,23.92889269558268,24.12098895727219,0.03373665911163892,False,True,IMPDH1_IMPDH2,,True,True,False,False,False,False,True,True,False,False,False,pancan,0.05
4043,GMPR2_IMPDH2,GMPR2,IMPDH2,0.097510689032731,-0.04413141673141057,209,26.435223640865036,26.018671075879013,0.2400550160441037,False,False,GMPR2_IMPDH2,,,,False,False,False,True,True,False,False,False,False,pancan,0.05
4044,GMPR_GMPR2,GMPR,GMPR2,0.6894621416167267,-0.023226862294880433,96,24.281649339923575,24.331137095297866,0.821456197940847,False,False,GMPR_GMPR2,False,False,False,False,False,False,True,True,True,False,False,False,pancan,0.05
4045,IMPDH2_GMPR2,IMPDH2,GMPR2,0.14100585809905314,0.0552680132505231,96,26.537142701785267,26.64299565238758,0.30555728643096525,False,False,GMPR2_IMPDH2,,,,False,False,False,True,True,False,False,False,False,pancan,0.05
4046,GMPR2_GMPR,GMPR2,GMPR,0.7140030076838679,-0.014952420486774476,48,26.168849051716677,26.131686961487794,0.835870256048157,False,False,GMPR_GMPR2,False,False,False,False,False,False,True,True,True,False,False,False,pancan,0.05
4047,IMPDH2_IMPDH1,IMPDH2,IMPDH1,0.30230450850875684,0.06032505399160737,36,26.78389293864502,26.657828727549063,0.49637922173544263,False,False,IMPDH1_IMPDH2,,True,True,False,False,False,False,True,True,False,False,True,pancan,0.05
4048,MEF2C_MEF2A,MEF2C,MEF2A,0.2960857554298242,-0.07446265208868452,45,19.995241632005314,19.67887863496482,0.48933420072483247,False,False,MEF2A_MEF2C,False,,,False,False,False,False,True,True,False,False,True,pancan,0.05
4049,MEF2D_MEF2A,MEF2D,MEF2A,0.0021321279950299974,-0.11557803242222123,61,22.505260882072513,22.748568384162937,0.014983939509687735,False,True,MEF2A_MEF2D,,False,False,False,False,False,False,True,True,False,,,pancan,0.05
4050,MEF2A_MEF2C,MEF2A,MEF2C,0.006543484249737316,-0.12547206871461333,84,19.87202722056474,19.644089149186556,0.034555648615953824,False,True,MEF2A_MEF2C,False,,,False,False,False,False,True,True,False,False,False,pancan,0.05
4051,MEF2D_MEF2C,MEF2D,MEF2C,0.0022405592955927955,-0.10075977590975826,97,22.838999139934632,22.713910406710117,0.015554521067276427,False,True,MEF2C_MEF2D,False,,,False,False,False,False,True,False,False,,,pancan,0.05
4052,OGDH_DHTKD1,OGDH,DHTKD1,0.3875475235974948,-0.027417821640466133,127,26.431670150434982,26.55704328019191,0.5777507783994926,False,False,DHTKD1_OGDH,,,,False,False,False,False,True,False,False,,,pancan,0.05
4053,PSMB5_PSMB8,PSMB5,PSMB8,1.3882793190305742e-06,0.2997278671644802,47,26.74069238729604,26.413388369848942,5.24593346188728e-05,True,False,PSMB5_PSMB8,False,False,False,True,True,False,True,True,True,False,False,False,pancan,0.05
4054,PSMB8_PSMB5,PSMB8,PSMB5,0.05471077099642818,-0.0656741713249999,95,27.153522151745456,27.240203574438194,0.15918395026221907,False,False,PSMB5_PSMB8,False,False,False,True,True,False,True,True,True,False,True,False,pancan,0.05
4055,FURIN_PCSK5,FURIN,PCSK5,0.12440244940275182,0.10778147985571084,65,21.438941049567493,21.047491904975235,0.28314418977168426,False,False,FURIN_PCSK5,False,False,False,True,False,False,False,False,False,False,,,pancan,0.05
4056,PCSK6_PCSK5,PCSK6,PCSK5,0.8676656821482632,-0.016285406305435624,50,20.452391836574467,20.418627557644832,0.9295702965999458,False,False,PCSK5_PCSK6,,False,False,False,False,False,False,False,True,False,,,pancan,0.05
4057,FAHD2A_FAHD1,FAHD2A,FAHD1,0.9260000375239086,-0.007053156397723234,28,23.4234200030164,23.694020504830547,0.962450644750768,False,False,FAHD1_FAHD2A,,False,False,False,False,False,False,True,True,False,,,pancan,0.05
4058,FAHD2B_FAHD1,FAHD2B,FAHD1,0.7645255983112413,0.04305428061851707,21,19.74332975010124,20.357227437150996,0.8691769370546915,False,False,FAHD1_FAHD2B,,False,False,False,False,False,False,True,False,False,,,pancan,0.05
4059,HINT2_HINT1,HINT2,HINT1,0.3807727016320923,0.04853835351385101,90,25.690272318426207,25.82058946427565,0.5727262762777074,False,False,HINT1_HINT2,,False,False,False,False,False,False,True,True,True,False,False,pancan,0.05
4060,LDHB_LDHA,LDHB,LDHA,0.111344626094131,-0.08851877826842114,61,29.045598216344366,28.984630178150006,0.2624469824551034,False,False,LDHA_LDHB,True,False,True,False,False,False,True,True,True,False,False,False,pancan,0.05
4061,LDHB_UEVLD,LDHB,UEVLD,0.16171492015520678,-0.0776879652376192,61,29.049338079001686,28.984021149008566,0.3339573938829044,False,False,LDHB_UEVLD,False,False,False,False,False,False,True,True,False,False,False,False,pancan,0.05
4062,UEVLD_LDHB,UEVLD,LDHB,0.7253310674337129,0.014423008297029138,31,23.777435895412914,23.841598908970376,0.8440409058885576,False,False,LDHB_UEVLD,False,False,False,False,False,False,True,True,False,False,False,False,pancan,0.05
4063,LDHA_LDHB,LDHA,LDHB,0.9394837312647304,-0.005333576959177577,31,30.605325246743377,30.50049052322096,0.9685311858310287,False,False,LDHA_LDHB,True,False,True,False,False,False,True,True,True,False,False,False,pancan,0.05
4064,LMF1_LMF2,LMF1,LMF2,0.5618103303491139,-0.03045930926258575,98,25.974523530707955,25.661435742597114,0.7298108390653428,False,False,LMF1_LMF2,False,,,False,False,False,False,False,True,True,False,False,pancan,0.05
4065,CHPF2_CHPF,CHPF2,CHPF,0.976555728870842,0.001864881617315517,40,21.18838939967524,21.023338195092297,0.9876539122832887,False,False,CHPF_CHPF2,False,False,False,False,False,False,False,False,True,False,,,pancan,0.05
4066,HK3_HK1,HK3,HK1,0.02132499943279269,-0.1719839033920671,137,24.5886645903373,24.999709488349637,0.08059123112121885,False,False,HK1_HK3,,False,False,False,False,False,False,True,False,False,False,False,pancan,0.05
4067,HK2_HK1,HK2,HK1,0.03992494502125093,0.131002158702977,137,25.201520711539573,25.63581599607994,0.12789421378476454,False,False,HK1_HK2,True,False,False,False,False,False,False,True,True,False,,,pancan,0.05
4068,HK2_HK3,HK2,HK3,0.057580622371523706,0.13229756544557014,74,26.085271762037408,25.466388745239513,0.16553070043619905,False,False,HK2_HK3,,False,False,False,False,False,False,True,True,False,,,pancan,0.05
4069,HK1_HK3,HK1,HK3,0.012634610177367342,0.11902428620546157,74,28.062661718604033,27.951708752129182,0.054550944508708905,False,False,HK1_HK3,,False,False,False,False,False,False,True,False,False,False,False,pancan,0.05
4070,HKDC1_HK3,HKDC1,HK3,0.8017405762845524,-0.03715475262886224,36,21.159248083849846,23.419847932687638,0.8925526383480623,False,False,HK3_HKDC1,,False,False,False,False,False,False,True,False,False,,,pancan,0.05
4071,RNF114_RNF166,RNF114,RNF166,0.3484225071918867,-0.04025667669955621,65,26.06104599546346,25.845679493373133,0.540827538054434,False,False,RNF114_RNF166,,False,False,False,False,False,False,True,True,False,,,pancan,0.05
4072,SERPINB8_SERPINB9,SERPINB8,SERPINB9,0.11114452455278893,0.11422231227073074,54,24.12003544381038,23.921882935968807,0.26232699271132887,False,False,SERPINB8_SERPINB9,,,,False,False,False,False,True,False,False,False,True,pancan,0.05
4073,SERPINB10_SERPINB9,SERPINB10,SERPINB9,0.3400248737145175,-0.12422664592190946,51,23.055163998251647,22.960703208716374,0.5325175596330495,False,False,SERPINB10_SERPINB9,,,,False,False,False,False,False,False,False,False,True,pancan,0.05
4074,SERPINB2_SERPINB9,SERPINB2,SERPINB9,0.1548373658262493,-0.23134609538266326,41,23.154405429502845,22.470879542031856,0.32429944387634424,False,False,SERPINB2_SERPINB9,,,,False,False,False,False,False,False,False,,,pancan,0.05
4075,SERPINB3_SERPINB9,SERPINB3,SERPINB9,0.685656567411829,0.10711679193499823,37,26.647163193711563,26.083091752257015,0.8184768889121402,False,False,SERPINB3_SERPINB9,,,,False,False,False,False,True,False,False,,,pancan,0.05
4076,SERPINB4_SERPINB9,SERPINB4,SERPINB9,0.45394936416461296,-0.18905838703058597,35,23.767913868672004,23.702094555045456,0.640012560340726,False,False,SERPINB4_SERPINB9,,,,False,False,False,False,True,False,False,,,pancan,0.05
4077,SERPINB8_SERPINB6,SERPINB8,SERPINB6,0.11180048074041324,0.11409974656565569,54,24.12003544381038,23.922237311112664,0.2633855575153211,False,False,SERPINB6_SERPINB8,,,,False,False,False,False,True,True,False,False,False,pancan,0.05
4078,SERPINB10_SERPINB6,SERPINB10,SERPINB6,0.34148277925951054,-0.12394817668852892,51,23.055163998251647,22.9597807834129,0.5340271604441781,False,False,SERPINB10_SERPINB6,,,,False,False,False,False,True,False,False,False,False,pancan,0.05
4079,SERPINB2_SERPINB6,SERPINB2,SERPINB6,0.15552190576639405,-0.23123348950381573,41,23.154405429502845,22.474548431442287,0.3254347528817627,False,False,SERPINB2_SERPINB6,,,,False,False,False,False,True,False,False,,,pancan,0.05
4080,SERPINB3_SERPINB6,SERPINB3,SERPINB6,0.6825317976189328,0.1083792972947133,37,26.647163193711563,26.083114000684105,0.8163931006869036,False,False,SERPINB3_SERPINB6,,,,False,False,False,False,True,False,False,,,pancan,0.05
4081,SERPINB4_SERPINB6,SERPINB4,SERPINB6,0.4508193708796373,-0.1906356512914742,35,23.767913868672004,23.706260911772667,0.6375674570211094,False,False,SERPINB4_SERPINB6,,,,False,False,False,False,True,False,False,,,pancan,0.05
4082,SERPINB6_SERPINB10,SERPINB6,SERPINB10,0.11582903713746304,-0.05202992715585819,179,26.930065656852612,27.161702353987756,0.2706429880531617,False,False,SERPINB10_SERPINB6,,,,False,False,False,False,True,False,False,False,False,pancan,0.05
4083,SERPINB1_SERPINB10,SERPINB1,SERPINB10,0.5850870992173893,-0.023510498566334914,179,28.501352639181494,28.257932148239448,0.7482300865691586,False,False,SERPINB1_SERPINB10,,,,False,False,False,False,False,False,False,False,False,pancan,0.05
4084,SERPINB9_SERPINB10,SERPINB9,SERPINB10,2.657388119928954e-05,-0.16620322117790687,179,26.242157030733786,26.349826964400247,0.0004894737472514299,False,True,SERPINB10_SERPINB9,,,,False,False,False,False,False,False,False,False,False,pancan,0.05
4085,SERPINB8_SERPINB1,SERPINB8,SERPINB1,0.11114452455278893,0.11422231227073074,54,24.12003544381038,23.921882935968807,0.26232699271132887,False,False,SERPINB1_SERPINB8,,,,False,False,False,False,True,False,False,False,False,pancan,0.05
4086,SERPINB10_SERPINB1,SERPINB10,SERPINB1,0.3400248737145175,-0.12422664592190946,51,23.055163998251647,22.960703208716374,0.5325175596330495,False,False,SERPINB1_SERPINB10,,,,False,False,False,False,False,False,False,False,False,pancan,0.05
4087,SERPINB2_SERPINB1,SERPINB2,SERPINB1,0.1548373658262493,-0.23134609538266326,41,23.154405429502845,22.470879542031856,0.32429944387634424,False,False,SERPINB1_SERPINB2,,,,False,False,False,False,False,False,False,,,pancan,0.05
4088,SERPINB3_SERPINB1,SERPINB3,SERPINB1,0.685656567411829,0.10711679193499823,37,26.647163193711563,26.083091752257015,0.8184768889121402,False,False,SERPINB1_SERPINB3,,,,False,False,False,False,True,False,False,,,pancan,0.05
4089,SERPINB4_SERPINB1,SERPINB4,SERPINB1,0.45394936416461296,-0.18905838703058597,35,23.767913868672004,23.702094555045456,0.640012560340726,False,False,SERPINB1_SERPINB4,,,,False,False,False,False,True,False,False,,,pancan,0.05
4090,SERPINB6_SERPINB8,SERPINB6,SERPINB8,0.09981226752473775,-0.054674571050911225,178,26.926678319976514,27.16231105770384,0.24427228425044198,False,False,SERPINB6_SERPINB8,,,,False,False,False,False,True,True,False,False,False,pancan,0.05
4091,SERPINB1_SERPINB8,SERPINB1,SERPINB8,0.505896738846253,-0.028766812043148904,178,28.49883061753458,28.25906713241009,0.6845892829173831,False,False,SERPINB1_SERPINB8,,,,False,False,False,False,True,False,False,False,False,pancan,0.05
4092,SERPINB9_SERPINB8,SERPINB9,SERPINB8,1.656270169025711e-05,-0.17106323793982858,178,26.241005732605874,26.349986408880742,0.00034390191509588397,False,True,SERPINB8_SERPINB9,,,,False,False,False,False,True,False,False,False,False,pancan,0.05
4093,TM9SF2_TM9SF3,TM9SF2,TM9SF3,0.023271383786755775,0.09040780130269507,145,25.793164026980495,26.051402312747996,0.08593668644939399,False,False,TM9SF2_TM9SF3,False,,,False,False,False,False,False,False,False,False,False,pancan,0.05
4094,TM9SF4_TM9SF3,TM9SF4,TM9SF3,0.524391976851524,0.02695004687404484,145,24.994914506541537,25.080891946536223,0.6981703731442035,False,False,TM9SF3_TM9SF4,False,,,False,False,False,False,False,True,False,,,pancan,0.05
4095,TM9SF4_TM9SF2,TM9SF4,TM9SF2,0.013169823343758144,0.10310315331935319,97,25.161426392548947,25.005760676950842,0.0561191726066112,False,False,TM9SF2_TM9SF4,,,,False,False,False,False,False,True,False,,,pancan,0.05
4096,TM9SF3_TM9SF2,TM9SF3,TM9SF2,0.09027585099245425,0.0749173776564094,97,26.06062372229579,25.9232930291131,0.22758282965426654,False,False,TM9SF2_TM9SF3,False,,,False,False,False,False,False,False,False,False,False,pancan,0.05
4097,CHMP4B_CHMP4C,CHMP4B,CHMP4C,0.2739815528678168,0.052489525158323995,26,27.077346427025518,27.081328766463123,0.4661257852887103,False,False,CHMP4B_CHMP4C,,,,True,True,True,True,True,True,False,,,pancan,0.05
4098,CHMP4A_CHMP4C,CHMP4A,CHMP4C,0.34447767747337354,-0.06711006145915618,26,23.92297113054347,23.94019939180102,0.5370722338842068,False,False,CHMP4A_CHMP4C,,False,False,True,True,True,True,True,False,False,True,False,pancan,0.05
4099,CHMP4B_CHMP4A,CHMP4B,CHMP4A,0.015105352870568859,0.0668172616672719,96,27.001936934357875,27.100923086680375,0.062331754212067346,False,False,CHMP4A_CHMP4B,,,,True,True,True,True,True,False,False,,,pancan,0.05
4100,CHMP4C_CHMP4A,CHMP4C,CHMP4A,0.006635307613426261,0.15756182840651736,71,22.463355296318717,22.51179041663193,0.035000098358119125,True,False,CHMP4A_CHMP4C,,False,False,True,True,True,True,True,False,False,False,False,pancan,0.05
4101,PPP2R2D_PPP2R2A,PPP2R2D,PPP2R2A,1.9891072883105753e-05,-0.11164872865096741,174,22.593607095815425,22.82903124403934,0.000395054004043596,False,True,PPP2R2A_PPP2R2D,,False,False,True,True,False,False,True,True,False,False,False,pancan,0.05
4102,PPP2R2A_PPP2R2D,PPP2R2A,PPP2R2D,0.3547414009536288,0.03164863920835896,148,25.788617091734828,25.395463394005244,0.5467134681363618,False,False,PPP2R2A_PPP2R2D,,False,False,True,True,False,False,True,True,False,False,True,pancan,0.05
4103,FAM76B_FAM76A,FAM76B,FAM76A,5.449397499396209e-07,0.2074080948253793,76,22.463237470387046,22.506631145067345,2.4167813375962995e-05,True,False,FAM76A_FAM76B,,False,False,False,False,False,False,False,True,True,True,False,pancan,0.05
4104,PGM2L1_PGM2,PGM2L1,PGM2,0.867011338924756,0.009286335318000771,87,24.949286113599133,25.253378395827852,0.9294784783403627,False,False,PGM2_PGM2L1,True,False,False,False,False,False,False,True,True,True,False,False,pancan,0.05
4105,BCAT2_BCAT1,BCAT2,BCAT1,0.7122168459503601,0.024780165531328224,29,25.51120228450386,25.236616736027187,0.8346762535667784,False,False,BCAT1_BCAT2,,False,False,False,False,False,False,False,True,True,False,False,pancan,0.05
4106,PSD4_PSD3,PSD4,PSD3,1.5705257434177117e-06,-0.1539507080736192,144,21.908070817413446,21.605627134787877,5.434970906009172e-05,False,True,PSD3_PSD4,False,,,True,False,False,False,False,False,False,,,pancan,0.05
4107,ME3_ME1,ME3,ME1,0.1137279849393017,-0.07762160190211342,88,24.03350078402341,23.812563362696263,0.2668255958925168,False,False,ME1_ME3,False,False,False,False,False,False,False,True,True,False,False,False,pancan,0.05
4108,ME2_ME1,ME2,ME1,0.7949242854641636,-0.00956834036402282,88,25.78845919093484,25.866968966550296,0.8893138449131213,False,False,ME1_ME2,False,False,False,False,False,False,False,True,False,False,False,False,pancan,0.05
4109,ME3_ME2,ME3,ME2,0.7051793652111253,0.014643886478536539,172,23.6473186683136,23.880119892829796,0.8314294341940911,False,False,ME2_ME3,False,False,False,False,False,False,False,True,False,False,False,False,pancan,0.05
4110,ME1_ME2,ME1,ME2,0.7801156044880421,0.01540794365431436,172,25.71440935685437,25.679811801925478,0.8785917360210493,False,False,ME1_ME2,False,False,False,False,False,False,False,True,False,False,False,False,pancan,0.05
4111,ME2_ME3,ME2,ME3,0.7964102890922907,-0.010724801108323051,65,25.65967048541585,25.871227512658706,0.8896221124013713,False,False,ME2_ME3,False,False,False,False,False,False,False,True,False,False,False,False,pancan,0.05
4112,ME1_ME3,ME1,ME3,0.24161544108918742,-0.09404641992461296,65,25.893467187155753,25.642967787116405,0.43062791061077177,False,False,ME1_ME3,False,False,False,False,False,False,False,True,True,False,False,False,pancan,0.05
4113,MTCH1_MTCH2,MTCH1,MTCH2,0.01094106069250871,0.13111494886740774,48,25.20638373446788,24.956655434527185,0.049337379312319636,True,False,MTCH1_MTCH2,,,,False,False,False,False,False,True,True,False,False,pancan,0.05
4114,PTP4A3_PTP4A2,PTP4A3,PTP4A2,0.1900208714110921,-0.10272511272453093,40,19.7516286723123,19.97998970107153,0.37033012960537587,False,False,PTP4A2_PTP4A3,False,False,False,False,False,False,False,True,True,False,,,pancan,0.05
4115,PTP4A1_PTP4A2,PTP4A1,PTP4A2,0.0008300695461245859,0.21456831166006352,66,21.57579055178986,21.154782218076235,0.0074494257106033565,True,False,PTP4A1_PTP4A2,,True,True,False,False,False,False,True,False,False,,,pancan,0.05
4116,ENDOG_EXOG,ENDOG,EXOG,0.31853083454624,-0.04474909947478637,202,22.988102496274898,23.032203360951286,0.5117953032858196,False,False,ENDOG_EXOG,,,,False,False,False,False,False,True,True,False,False,pancan,0.05
4117,TOP3A_TOP3B,TOP3A,TOP3B,0.03778526868938176,0.10218755591555254,61,20.799580515477444,20.9485620400144,0.12276181178740816,False,False,TOP3A_TOP3B,False,False,False,True,True,False,True,True,True,True,,,pancan,0.05
4118,TGFBRAP1_VPS39,TGFBRAP1,VPS39,0.001463029544566545,-0.06418284783905445,105,24.21828673176572,24.105238115536803,0.011270015108903842,False,True,TGFBRAP1_VPS39,,False,False,True,True,False,True,True,True,True,,,pancan,0.05
4119,TIA1_TIAL1,TIA1,TIAL1,7.42311997849829e-11,0.23730273815599334,142,24.908586543143876,24.412640863751328,1.3563524824712074e-08,True,False,TIA1_TIAL1,,True,True,False,False,False,False,True,True,True,,,pancan,0.05
4120,RBM39_RBM23,RBM39,RBM23,0.008219995974933215,0.062341319447128285,94,26.208634114664456,26.3114461403468,0.040116390612708254,True,False,RBM23_RBM39,False,False,False,True,True,False,False,True,True,True,,,pancan,0.05
4121,ELMO1_ELMO3,ELMO1,ELMO3,0.04494589351953835,-0.13641426070486906,32,25.003939938950303,24.883484749264262,0.13847322151297378,False,False,ELMO1_ELMO3,False,,,True,False,False,False,True,False,False,,,pancan,0.05
4122,ELMO2_ELMO3,ELMO2,ELMO3,0.016201892202498694,-0.09598227345153267,47,24.617940403635327,24.574551608263715,0.06590404593144615,False,False,ELMO2_ELMO3,True,False,False,False,False,False,False,True,True,False,,,pancan,0.05
4123,PFKM_PFKP,PFKM,PFKP,0.43387811727618353,-0.0368965682262089,127,27.19512265002131,26.27156566750683,0.6213025829835757,False,False,PFKM_PFKP,False,False,False,False,False,False,True,True,True,False,False,False,pancan,0.05
4124,PFKL_PFKP,PFKL,PFKP,0.429718604265215,0.02237003184612238,127,27.877392304104482,27.65888244141271,0.6174754904949676,False,False,PFKL_PFKP,False,False,False,False,False,False,True,True,False,False,False,False,pancan,0.05
4125,PFKM_PFKL,PFKM,PFKL,0.5975586161447243,-0.02465720746868283,82,26.380753526478752,26.425452801376707,0.7587978441323604,False,False,PFKL_PFKM,,False,False,False,False,False,True,True,False,False,False,False,pancan,0.05
4126,PFKP_PFKL,PFKP,PFKL,0.11632560511024204,0.08383653164658464,82,27.21387449547525,27.517848538073643,0.2714832861773097,False,False,PFKL_PFKP,False,False,False,False,False,False,True,True,False,False,False,False,pancan,0.05
4127,PFKL_PFKM,PFKL,PFKM,0.02882939933182942,-0.09897412357369789,27,27.537219506699497,27.692656914057086,0.10068248940963058,False,False,PFKL_PFKM,,False,False,False,False,False,True,True,False,False,False,False,pancan,0.05
4128,PFKP_PFKM,PFKP,PFKM,0.818412176736304,-0.020379189895796762,27,27.403606902663423,27.475069460309843,0.9008520912949163,False,False,PFKM_PFKP,False,False,False,False,False,False,True,True,True,False,False,False,pancan,0.05
4129,RIPOR2_RIPOR1,RIPOR2,RIPOR1,0.0017601082593089378,-0.26707406096238423,40,20.533746177829784,20.31084172401447,0.01295791328000357,False,True,RIPOR1_RIPOR2,,,,False,False,False,False,False,True,False,False,True,pancan,0.05
4130,RIPOR1_RIPOR2,RIPOR1,RIPOR2,0.005950748132349805,-0.0938026717429491,53,23.40388891572533,23.346307388998945,0.03231491814087267,False,True,RIPOR1_RIPOR2,,,,False,False,False,False,False,True,False,False,True,pancan,0.05
4131,IPO8_IPO7,IPO8,IPO7,0.6621163541897859,0.01433572415241402,68,23.23194932022991,22.912206528797324,0.8041870528952252,False,False,IPO7_IPO8,,False,False,False,False,False,False,True,True,True,False,False,pancan,0.05
4132,UBXN2B_NSFL1C,UBXN2B,NSFL1C,0.0026629263342920727,-0.15952936096139902,36,21.5236954058406,21.797055142933182,0.017629344195719113,False,True,NSFL1C_UBXN2B,False,,,False,False,False,True,True,True,False,,,pancan,0.05
4133,UBXN2A_NSFL1C,UBXN2A,NSFL1C,0.00627357047615736,-0.18450762679484012,33,20.9449889749334,21.296584735750574,0.03355699055630775,False,True,NSFL1C_UBXN2A,False,,,False,False,False,True,True,True,False,,,pancan,0.05
4134,ERGIC3_ERGIC2,ERGIC3,ERGIC2,0.005650474018122022,-0.23138835193271973,28,24.668374769293358,24.706958831459957,0.03102327561872764,False,True,ERGIC2_ERGIC3,,,,False,False,False,False,True,True,False,,,pancan,0.05
4135,ERGIC3_ERGIC1,ERGIC3,ERGIC1,0.5885002489265595,0.03231887069702419,72,25.14124345802923,24.73994298947179,0.7517531144005939,False,False,ERGIC1_ERGIC3,,,,False,False,False,False,True,True,False,,,pancan,0.05
4136,LPCAT1_LPCAT4,LPCAT1,LPCAT4,0.730315719586476,-0.019102685937668243,106,25.217576337625214,24.95389521176999,0.8471513984436319,False,False,LPCAT1_LPCAT4,,False,False,False,False,False,False,False,False,False,,,pancan,0.05
4137,LPCAT2_LPCAT4,LPCAT2,LPCAT4,0.014735075007693336,-0.10527567724758992,106,24.729218595578317,24.712573026446083,0.06124642641960251,False,False,LPCAT2_LPCAT4,False,False,False,False,False,False,False,False,False,False,False,False,pancan,0.05
4138,LPCAT1_LPCAT2,LPCAT1,LPCAT2,0.15605734859563525,-0.11018701349423289,47,25.497552758656006,24.934052993292845,0.3261070303681893,False,False,LPCAT1_LPCAT2,False,False,False,False,False,False,False,False,True,False,,,pancan,0.05
4139,LPCAT4_LPCAT2,LPCAT4,LPCAT2,0.7189808065366483,0.023791615429900707,47,22.07607310064898,21.941007494441877,0.8401904129596852,False,False,LPCAT2_LPCAT4,False,False,False,False,False,False,False,False,False,False,False,False,pancan,0.05
4140,G3BP1_G3BP2,G3BP1,G3BP2,1.7248931650976211e-09,0.15702364659811158,71,27.23323416036572,27.00663321842699,2.0203364046579317e-07,True,False,G3BP1_G3BP2,,True,True,True,True,False,False,True,True,True,,,pancan,0.05
